age,balance,day,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,y
59,3342,18,2,188,6,high-skill-levels,Partnered,tertiary,no,no,no,phone,mar,unknown,yes
86,1503,18,3,101,1,low-None-skill-levels,Partnered,secondary,no,no,no,phone,mar,unknown,no
35,1227,18,4,90,6,middle-skill-levels,Alone,secondary,no,no,no,phone,mar,unknown,yes
52,436,22,1,0,0,middle-skill-levels,Alone,secondary,no,no,yes,unknown,mar,unknown,yes
22,283,22,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,mar,unknown,yes
31,3384,22,3,187,3,high-skill-levels,Alone,tertiary,no,no,no,phone,mar,success,yes
43,2367,22,2,181,4,high-skill-levels,Alone,tertiary,no,no,no,phone,mar,success,yes
35,5958,22,1,0,0,high-skill-levels,Alone,tertiary,no,yes,no,phone,mar,unknown,yes
60,3735,22,1,90,10,middle-skill-levels,Partnered,secondary,no,no,no,phone,mar,success,yes
37,1458,22,1,326,1,middle-skill-levels,Partnered,secondary,no,no,no,phone,mar,success,no
54,2693,22,1,188,6,high-skill-levels,Partnered,secondary,no,no,no,phone,mar,unknown,yes
27,6791,22,2,229,28,high-skill-levels,Alone,tertiary,no,no,no,phone,mar,success,no
72,4657,23,1,91,8,low-None-skill-levels,Partnered,primary,no,no,no,phone,mar,success,yes
42,0,23,1,330,12,low-None-skill-levels,Partnered,secondary,no,yes,yes,phone,mar,failure,no
29,3290,23,1,291,2,high-skill-levels,Alone,tertiary,no,no,no,phone,mar,success,yes
29,655,23,1,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,mar,unknown,yes
30,1681,23,1,106,2,middle-skill-levels,Alone,secondary,no,no,no,phone,mar,success,yes
28,866,23,2,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,mar,unknown,yes
43,774,25,1,421,1,middle-skill-levels,Partnered,secondary,no,no,no,phone,mar,success,yes
37,2678,25,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,mar,unknown,yes
46,5993,25,1,184,2,high-skill-levels,Alone,secondary,no,no,no,phone,mar,failure,no
62,3371,25,1,178,2,high-skill-levels,Partnered,tertiary,no,no,no,phone,mar,success,yes
20,179,25,3,182,3,middle-skill-levels,Alone,secondary,no,no,no,phone,mar,failure,no
77,5619,25,1,0,0,high-skill-levels,Partnered,tertiary,no,no,no,phone,mar,unknown,no
26,1370,25,1,295,1,high-skill-levels,Alone,tertiary,no,no,no,phone,mar,unknown,no
57,10583,25,1,178,6,high-skill-levels,Partnered,tertiary,no,no,no,phone,mar,success,yes
58,307,25,2,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,mar,unknown,no
26,8750,26,2,0,0,middle-skill-levels,Partnered,tertiary,no,no,no,phone,mar,unknown,no
57,780,26,2,0,0,middle-skill-levels,Partnered,primary,no,no,no,phone,mar,unknown,no
33,4176,26,3,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,mar,unknown,yes
47,334,26,1,326,8,high-skill-levels,Alone,tertiary,no,yes,no,phone,mar,failure,yes
60,2060,26,1,88,3,low-None-skill-levels,Partnered,secondary,no,no,no,phone,mar,unknown,no
39,393,26,1,0,0,middle-skill-levels,Alone,tertiary,no,no,no,phone,mar,unknown,yes
30,2994,26,1,137,1,high-skill-levels,Partnered,tertiary,no,yes,no,phone,mar,unknown,no
82,1419,26,1,0,0,low-None-skill-levels,Alone,primary,no,no,no,phone,mar,unknown,no
59,4007,26,2,116,4,low-None-skill-levels,Partnered,primary,no,no,no,phone,mar,failure,no
72,0,26,3,191,3,low-None-skill-levels,Partnered,primary,no,no,no,phone,mar,failure,no
35,957,26,4,667,4,middle-skill-levels,Partnered,tertiary,no,yes,no,phone,mar,failure,no
70,1295,26,1,0,0,high-skill-levels,Partnered,tertiary,no,no,no,phone,mar,unknown,no
30,916,29,2,90,2,high-skill-levels,Alone,tertiary,no,no,no,phone,mar,success,yes
36,1145,29,2,181,3,middle-skill-levels,Partnered,tertiary,no,yes,no,phone,mar,failure,no
45,2981,29,3,311,3,middle-skill-levels,Partnered,secondary,no,yes,yes,phone,mar,failure,no
31,4319,29,2,334,5,high-skill-levels,Alone,tertiary,no,yes,no,phone,mar,failure,no
51,1204,29,4,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,mar,unknown,no
31,522,29,4,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,mar,unknown,no
28,832,29,3,342,1,middle-skill-levels,Alone,tertiary,no,no,no,phone,mar,failure,yes
42,2152,30,2,181,2,middle-skill-levels,Partnered,secondary,no,no,no,phone,mar,failure,no
40,3126,30,2,90,5,middle-skill-levels,Partnered,secondary,no,yes,no,phone,mar,failure,no
57,3287,30,2,337,1,high-skill-levels,Alone,tertiary,no,no,no,phone,mar,success,yes
23,488,30,1,92,2,middle-skill-levels,Alone,secondary,no,no,no,phone,mar,unknown,yes
56,1947,30,1,0,0,middle-skill-levels,Alone,tertiary,no,no,no,unknown,mar,unknown,yes
31,9629,30,1,174,4,high-skill-levels,Alone,tertiary,no,no,no,phone,mar,failure,no
33,7608,30,4,0,0,middle-skill-levels,Alone,tertiary,no,no,no,phone,mar,unknown,yes
44,558,31,2,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,phone,mar,unknown,yes
80,235,31,1,223,3,low-None-skill-levels,Alone,primary,no,no,no,phone,mar,unknown,yes
47,288,31,1,181,1,high-skill-levels,Partnered,tertiary,no,no,no,phone,mar,success,yes
27,6036,31,1,181,1,middle-skill-levels,Alone,secondary,no,no,no,phone,mar,failure,yes
27,1393,31,1,271,1,high-skill-levels,Alone,tertiary,no,no,no,phone,mar,failure,no
34,1666,31,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,mar,unknown,no
26,3,1,1,350,1,high-skill-levels,Alone,tertiary,no,yes,yes,phone,apr,success,yes
61,0,1,1,115,2,high-skill-levels,Partnered,tertiary,no,yes,yes,phone,apr,failure,no
50,0,1,1,184,3,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,success,yes
84,81204,1,1,94,3,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,success,yes
86,5236,1,2,0,0,low-None-skill-levels,Partnered,primary,no,no,no,phone,apr,unknown,yes
33,234,1,1,370,2,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,failure,no
46,2466,1,3,370,1,high-skill-levels,Partnered,secondary,no,no,no,phone,apr,failure,yes
26,7628,1,1,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,no
45,1348,1,2,0,0,middle-skill-levels,Partnered,secondary,no,no,yes,phone,apr,unknown,yes
60,7929,1,1,0,0,low-None-skill-levels,Partnered,primary,no,no,no,unknown,apr,unknown,yes
47,70,5,4,374,2,middle-skill-levels,Partnered,secondary,no,yes,no,phone,apr,success,yes
53,3079,5,1,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,no
53,459,5,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,yes
54,118,5,1,0,0,middle-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,yes
54,2102,5,1,626,2,middle-skill-levels,Partnered,secondary,no,yes,no,phone,apr,failure,yes
34,800,5,1,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,yes
70,15834,5,3,186,1,low-None-skill-levels,Partnered,tertiary,no,no,no,phone,apr,failure,no
44,2897,5,1,180,4,high-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,no
19,394,5,3,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,yes
24,4126,5,4,185,7,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,failure,yes
49,3842,5,1,186,3,high-skill-levels,Partnered,tertiary,no,no,no,phone,apr,failure,no
39,224,5,1,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,yes
53,9001,5,1,0,0,middle-skill-levels,Partnered,tertiary,no,no,no,phone,apr,unknown,yes
50,5108,5,2,108,3,high-skill-levels,Partnered,tertiary,no,yes,no,phone,apr,success,no
34,961,5,2,430,2,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,failure,no
29,560,5,1,307,1,high-skill-levels,Alone,secondary,no,no,no,phone,apr,failure,yes
30,102,5,7,426,3,high-skill-levels,Partnered,tertiary,no,yes,no,phone,apr,unknown,yes
50,82,5,1,0,0,low-None-skill-levels,Partnered,primary,no,no,no,phone,apr,unknown,yes
30,2325,5,3,241,4,middle-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,no
50,377,6,1,319,3,low-None-skill-levels,Partnered,tertiary,no,no,no,phone,apr,failure,no
32,1088,6,1,363,2,high-skill-levels,Alone,secondary,no,yes,no,phone,apr,success,yes
27,13107,6,1,314,2,middle-skill-levels,Alone,tertiary,no,yes,no,phone,apr,failure,yes
33,562,6,1,363,1,high-skill-levels,Alone,tertiary,no,yes,yes,phone,apr,failure,yes
80,8304,6,1,118,11,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,success,no
33,718,6,1,98,2,high-skill-levels,Alone,tertiary,no,yes,no,phone,apr,success,yes
57,230,6,2,210,3,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,failure,yes
58,1119,6,4,341,2,middle-skill-levels,Partnered,primary,no,no,no,phone,apr,failure,no
27,-67,6,3,236,2,middle-skill-levels,Alone,tertiary,no,yes,no,phone,apr,failure,yes
37,0,8,3,349,2,middle-skill-levels,Partnered,secondary,no,yes,no,phone,apr,failure,no
55,3848,8,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,apr,unknown,yes
46,9,8,6,0,0,high-skill-levels,Partnered,tertiary,no,no,no,phone,apr,unknown,no
78,1389,8,1,0,0,low-None-skill-levels,Alone,primary,no,no,no,phone,apr,unknown,yes
43,4389,8,1,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,yes
34,3696,8,2,160,5,high-skill-levels,Partnered,tertiary,no,no,no,phone,apr,unknown,yes
36,579,12,1,0,0,high-skill-levels,Alone,tertiary,no,no,no,unknown,apr,unknown,yes
36,12264,12,2,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,yes
69,2398,12,1,186,1,low-None-skill-levels,Partnered,primary,no,no,no,phone,apr,failure,no
31,3289,12,1,314,1,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,failure,no
50,0,12,1,258,6,middle-skill-levels,Partnered,tertiary,no,no,yes,phone,apr,failure,no
29,218,12,1,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,phone,apr,unknown,no
73,7111,12,1,182,1,low-None-skill-levels,Alone,secondary,no,yes,no,phone,apr,success,no
33,658,12,1,173,2,high-skill-levels,Alone,tertiary,no,yes,no,phone,apr,success,no
26,1646,12,4,206,5,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,success,yes
29,502,12,2,199,3,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,no
27,1327,12,1,241,9,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,no
51,2109,12,1,181,2,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,success,no
71,3104,12,1,187,1,low-None-skill-levels,Alone,secondary,no,no,no,phone,apr,failure,no
29,10596,12,1,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,phone,apr,unknown,no
25,293,12,1,0,0,middle-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,no
62,2917,12,1,188,1,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,success,no
33,5083,12,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,no
35,2201,12,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,yes
29,1992,12,2,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,no
35,484,12,2,186,1,low-None-skill-levels,Alone,secondary,no,no,no,phone,apr,failure,no
31,1229,12,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,yes
56,147,12,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,no
25,129,12,3,0,0,low-None-skill-levels,Alone,primary,no,no,no,phone,apr,unknown,yes
80,499,13,2,393,4,middle-skill-levels,Partnered,secondary,no,no,no,phone,apr,failure,no
62,6,13,1,182,3,high-skill-levels,Alone,tertiary,no,yes,no,phone,apr,success,yes
49,197,13,1,182,2,middle-skill-levels,Partnered,secondary,no,yes,no,phone,apr,failure,yes
30,3779,13,1,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,yes
62,0,13,3,182,3,high-skill-levels,Partnered,tertiary,no,no,no,phone,apr,failure,no
25,1857,13,4,187,6,low-None-skill-levels,Alone,secondary,no,yes,no,phone,apr,success,yes
32,2016,13,1,348,1,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,success,yes
36,436,13,1,595,2,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,failure,yes
40,11766,13,2,242,9,middle-skill-levels,Partnered,tertiary,no,yes,no,phone,apr,failure,yes
38,413,13,1,179,2,high-skill-levels,Partnered,tertiary,no,no,no,phone,apr,failure,yes
35,670,13,4,182,2,middle-skill-levels,Alone,tertiary,no,no,no,phone,apr,success,yes
45,116,13,1,0,0,low-None-skill-levels,Alone,primary,no,no,no,unknown,apr,unknown,yes
25,4599,13,6,0,0,low-None-skill-levels,Alone,primary,no,no,no,phone,apr,unknown,no
36,62,13,2,0,0,high-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,yes
23,107,13,5,181,2,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,success,yes
38,497,14,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,apr,unknown,yes
44,2557,14,1,181,8,middle-skill-levels,Partnered,primary,no,yes,no,phone,apr,success,yes
70,1310,14,1,181,1,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,failure,no
35,2646,14,8,183,2,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,success,yes
35,1178,15,2,183,5,high-skill-levels,Partnered,tertiary,no,yes,yes,phone,apr,failure,no
75,3771,15,1,181,2,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,success,yes
26,1066,15,1,0,0,middle-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,yes
51,469,15,1,181,2,high-skill-levels,Partnered,tertiary,no,no,no,phone,apr,success,yes
59,1,15,2,378,3,middle-skill-levels,Partnered,secondary,no,no,no,phone,apr,failure,yes
30,232,15,1,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,yes
36,1177,15,1,311,4,low-None-skill-levels,Partnered,primary,no,no,no,phone,apr,success,yes
39,603,15,1,0,0,middle-skill-levels,Partnered,secondary,no,no,yes,phone,apr,unknown,yes
24,736,15,2,246,2,high-skill-levels,Alone,tertiary,no,yes,no,phone,apr,unknown,yes
62,1515,15,4,178,3,low-None-skill-levels,Partnered,primary,no,yes,no,phone,apr,failure,no
33,2321,15,2,381,2,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,failure,no
22,129,15,2,181,1,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,success,yes
36,-115,16,4,182,2,high-skill-levels,Partnered,tertiary,no,yes,no,phone,apr,unknown,yes
35,649,16,1,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,no
22,104,16,3,0,0,high-skill-levels,Alone,tertiary,no,no,yes,phone,apr,unknown,yes
31,4,16,2,182,3,low-None-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,no
21,546,17,1,0,0,middle-skill-levels,Alone,secondary,no,no,no,unknown,apr,unknown,no
34,589,19,2,0,0,high-skill-levels,Partnered,tertiary,no,no,no,phone,apr,unknown,yes
35,690,19,2,185,1,middle-skill-levels,Partnered,tertiary,no,no,no,phone,apr,failure,no
34,1313,19,4,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,no
21,330,19,3,364,2,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,failure,no
57,3738,19,1,367,7,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,apr,success,no
22,3472,19,1,181,4,middle-skill-levels,Alone,primary,no,no,no,phone,apr,success,yes
27,453,19,2,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,yes
73,2850,19,2,185,3,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,failure,no
57,2845,19,5,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,apr,unknown,yes
60,2408,20,4,0,0,high-skill-levels,Partnered,primary,no,no,no,phone,apr,unknown,no
30,7529,20,6,183,1,middle-skill-levels,Alone,tertiary,no,no,no,phone,apr,success,yes
55,309,20,1,181,3,low-None-skill-levels,Alone,secondary,no,no,no,phone,apr,success,yes
36,3669,20,1,376,1,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,no
38,0,20,1,181,5,low-None-skill-levels,Alone,secondary,no,yes,no,phone,apr,success,yes
39,1672,20,1,648,1,low-None-skill-levels,Alone,secondary,no,yes,no,phone,apr,failure,yes
74,4912,20,2,181,3,low-None-skill-levels,Partnered,tertiary,no,no,no,phone,apr,failure,no
38,1711,20,3,202,1,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,success,yes
31,2980,20,4,292,2,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,no
43,3157,21,2,330,17,high-skill-levels,Partnered,tertiary,no,no,no,phone,apr,unknown,no
24,1295,21,1,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,yes
30,2046,21,3,254,1,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,failure,yes
42,273,21,1,0,0,middle-skill-levels,Alone,primary,no,no,no,phone,apr,unknown,no
29,455,21,1,0,0,low-None-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,yes
25,722,21,2,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,yes
31,26965,21,2,0,0,middle-skill-levels,Alone,primary,no,no,no,phone,apr,unknown,yes
52,371,21,2,182,1,middle-skill-levels,Partnered,secondary,no,yes,yes,phone,apr,success,yes
58,496,22,1,0,0,high-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,yes
51,335,22,1,0,0,high-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,no
26,194,22,2,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,yes
64,4833,22,2,251,1,low-None-skill-levels,Alone,secondary,no,no,no,phone,apr,failure,no
62,635,22,4,247,1,middle-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,no
62,997,22,1,304,2,high-skill-levels,Partnered,tertiary,no,no,no,phone,apr,success,yes
76,2693,23,5,184,2,low-None-skill-levels,Alone,primary,no,no,no,phone,apr,success,no
40,206,23,6,185,4,middle-skill-levels,Partnered,tertiary,no,no,no,phone,apr,success,yes
76,820,23,4,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,yes
31,410,23,1,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,yes
61,483,23,1,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,no
42,1216,23,1,521,1,high-skill-levels,Partnered,secondary,no,yes,no,phone,apr,failure,yes
43,11115,23,1,182,3,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,success,yes
73,796,23,1,182,3,low-None-skill-levels,Partnered,primary,no,no,no,phone,apr,success,yes
41,5037,23,9,185,5,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,yes
31,81,23,2,165,11,middle-skill-levels,Alone,secondary,no,yes,no,phone,apr,unknown,no
77,1780,23,2,182,5,high-skill-levels,Partnered,secondary,no,yes,no,phone,apr,success,yes
46,429,26,2,369,2,middle-skill-levels,Alone,primary,no,yes,no,phone,apr,success,yes
80,5861,26,8,0,0,low-None-skill-levels,Alone,primary,no,no,no,phone,apr,unknown,no
35,2779,26,2,186,2,middle-skill-levels,Partnered,secondary,no,no,no,phone,apr,success,yes
36,2183,26,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,apr,unknown,no
31,3160,26,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,apr,unknown,yes
41,431,26,2,186,3,middle-skill-levels,Alone,tertiary,no,no,no,phone,apr,success,no
26,222,26,1,334,1,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,failure,yes
46,1723,26,3,192,4,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,no
45,0,26,1,192,4,low-None-skill-levels,Alone,secondary,no,yes,no,phone,apr,failure,yes
60,182,26,5,181,5,middle-skill-levels,Partnered,primary,no,no,no,phone,apr,failure,no
41,3823,26,10,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,no
29,1445,26,2,143,2,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,success,yes
70,2815,26,2,182,1,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,failure,no
30,655,26,1,202,2,middle-skill-levels,Alone,tertiary,no,no,no,phone,apr,success,yes
34,115,26,3,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,apr,unknown,no
35,0,26,3,363,2,middle-skill-levels,Partnered,tertiary,no,yes,yes,phone,apr,failure,no
26,77,26,1,0,0,low-None-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,yes
32,154,26,1,521,2,middle-skill-levels,Alone,secondary,no,yes,no,phone,apr,failure,no
34,607,26,1,326,3,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,no
77,992,27,2,182,2,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,failure,no
63,115,27,1,180,7,low-None-skill-levels,Partnered,primary,no,no,no,phone,apr,failure,yes
31,725,27,1,452,1,high-skill-levels,Alone,tertiary,no,yes,no,phone,apr,unknown,no
68,7945,27,1,181,1,low-None-skill-levels,Partnered,primary,no,no,no,phone,apr,failure,no
61,848,27,1,187,1,middle-skill-levels,Partnered,primary,no,no,no,phone,apr,unknown,no
37,2722,27,2,179,3,low-None-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,yes
26,1438,27,1,449,1,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,yes
37,103,27,3,0,0,middle-skill-levels,Partnered,tertiary,no,yes,yes,phone,apr,unknown,no
54,140,27,2,182,2,middle-skill-levels,Partnered,secondary,no,no,no,phone,apr,failure,yes
30,915,27,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,apr,unknown,yes
61,1058,27,3,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,yes
37,55,27,1,329,4,middle-skill-levels,Partnered,secondary,no,yes,yes,phone,apr,unknown,no
70,616,27,2,182,1,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,failure,no
69,0,28,2,126,2,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,yes
76,4984,28,1,182,1,high-skill-levels,Partnered,secondary,no,no,no,phone,apr,success,yes
30,697,28,2,181,8,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,success,yes
66,1004,28,1,182,1,low-None-skill-levels,Partnered,primary,no,no,no,phone,apr,success,no
64,4787,28,1,182,1,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,success,yes
55,962,28,1,181,3,middle-skill-levels,Partnered,secondary,no,yes,no,phone,apr,success,yes
55,1320,28,2,0,0,middle-skill-levels,Partnered,tertiary,no,no,no,phone,apr,unknown,yes
32,284,29,3,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,phone,apr,unknown,yes
56,15311,29,6,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,no
39,5047,29,4,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,yes
29,2955,29,2,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,yes
41,0,29,1,181,3,low-None-skill-levels,Partnered,tertiary,no,no,no,phone,apr,success,yes
79,20,29,2,182,1,low-None-skill-levels,Alone,primary,no,no,no,phone,apr,unknown,no
59,1,29,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,apr,unknown,yes
56,0,29,1,223,3,middle-skill-levels,Partnered,secondary,no,yes,yes,phone,apr,unknown,no
63,12067,29,1,191,1,low-None-skill-levels,Partnered,primary,no,no,no,phone,apr,failure,yes
49,1245,29,2,198,2,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,failure,no
45,3006,29,2,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,yes
48,2533,29,2,633,1,middle-skill-levels,Partnered,secondary,no,no,no,phone,apr,failure,no
32,388,29,3,0,0,middle-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,yes
33,952,29,5,0,0,high-skill-levels,Alone,tertiary,no,yes,no,phone,apr,unknown,yes
28,631,29,7,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,no
41,0,29,3,426,1,high-skill-levels,Partnered,tertiary,no,yes,no,phone,apr,unknown,yes
25,108,29,3,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,unknown,yes
47,707,29,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,apr,unknown,no
37,565,29,1,398,1,high-skill-levels,Partnered,secondary,no,no,no,phone,apr,success,yes
19,329,30,1,190,2,middle-skill-levels,Alone,secondary,no,no,no,phone,apr,success,yes
32,6138,30,2,196,7,high-skill-levels,Partnered,tertiary,no,no,no,phone,apr,success,no
61,4243,30,1,182,2,low-None-skill-levels,Alone,secondary,no,no,no,phone,apr,success,yes
40,72,30,1,0,0,low-None-skill-levels,Alone,tertiary,no,no,no,phone,apr,unknown,yes
30,4328,30,3,189,11,high-skill-levels,Partnered,tertiary,no,no,no,phone,apr,unknown,yes
37,4017,30,2,196,1,middle-skill-levels,Partnered,secondary,no,no,no,phone,apr,success,yes
45,7203,30,2,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,no
35,364,30,1,0,0,middle-skill-levels,Alone,tertiary,no,no,yes,phone,apr,unknown,no
54,395,30,1,183,2,middle-skill-levels,Partnered,tertiary,no,no,no,phone,apr,success,yes
49,0,30,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,apr,unknown,yes
60,2389,4,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,phone,may,unknown,no
45,205,4,1,90,2,middle-skill-levels,Partnered,secondary,no,no,no,phone,may,success,yes
38,238,4,1,90,2,high-skill-levels,Partnered,tertiary,no,no,no,phone,may,success,no
48,1730,4,1,89,3,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,may,success,yes
48,0,4,1,61,5,high-skill-levels,Partnered,tertiary,no,yes,no,phone,may,failure,no
60,5,4,1,95,2,low-None-skill-levels,Partnered,primary,no,no,no,phone,may,success,yes
34,1965,4,1,0,0,low-None-skill-levels,Alone,secondary,no,no,no,phone,may,unknown,yes
45,360,4,1,182,1,middle-skill-levels,Partnered,secondary,no,no,no,phone,may,success,no
50,402,4,1,180,2,middle-skill-levels,Partnered,secondary,no,no,no,phone,may,failure,no
29,19,4,1,88,4,middle-skill-levels,Alone,tertiary,no,no,no,phone,may,success,yes
77,7802,4,1,92,2,low-None-skill-levels,Partnered,tertiary,no,no,no,phone,may,success,yes
33,1697,4,1,182,1,middle-skill-levels,Partnered,secondary,no,no,no,phone,may,success,yes
36,7222,4,1,181,5,low-None-skill-levels,Partnered,tertiary,no,yes,no,phone,may,failure,no
51,4305,4,1,0,0,high-skill-levels,Alone,tertiary,no,yes,no,phone,may,unknown,no
35,415,4,2,89,2,low-None-skill-levels,Alone,tertiary,no,no,no,phone,may,success,yes
